SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,October-8-2021,Single Family Residential,3825 Thrush Way,Santa Clara,CA,95051,2400000,4,4,SANTA CLARA,1897,6799,1961,,1265,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3825-Thrush-Way-95051/home/1658566,MLSListings,ML81861343,N,Y,37.3447255,-122.0017139
PAST SALE,April-11-2022,Single Family Residential,2899 Barkley Ave,Santa Clara,CA,95051,2220000,4,2,Santa Clara,1627,7610,1957,,1364,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2899-Barkley-Ave-95051/home/678100,MetroList,222024874,N,Y,37.3572869,-121.9795251
PAST SALE,May-30-2023,Single Family Residential,1336 Dahlia Loop,San Jose,CA,95126,1315000,3,2.5,SAN JOSE,1475,3038,2006,,892,220,Sold,,,https://www.redfin.com/CA/San-Jose/1336-Dahlia-Loop-95126/home/21496416,MLSListings,ML81927068,N,Y,37.3492844,-121.9291226
PAST SALE,December-14-2021,Single Family Residential,751 Toyon Ave,Sunnyvale,CA,94086,3500000,5,3,SUNNYVALE,3087,6162,2013,,1134,,Sold,,,https://www.redfin.com/CA/Sunnyvale/751-Toyon-Ave-94086/home/52671955,MLSListings,ML81869909,N,Y,37.3619811,-121.9980938
PAST SALE,December-2-2021,Single Family Residential,112 Tyler Ave,Santa Clara,CA,95050,3010000,5,3.5,SANTA CLARA,3090,9620,2006,,974,,Sold,,,https://www.redfin.com/CA/Santa-Clara/112-Tyler-Ave-95050/home/754863,MLSListings,ML81868269,N,Y,37.3266279,-121.9583982
PAST SALE,September-20-2022,Single Family Residential,3022 Cameron Way,Santa Clara,CA,95051,2150000,3,2,SANTA CLARA,1750,5285,1954,,1229,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3022-Cameron-Way-95051/home/742772,MLSListings,ML81903081,N,Y,37.3262517,-121.9807468
PAST SALE,March-10-2023,Single Family Residential,3310 Tracy Dr,Santa Clara,CA,95051,2200000,3,2,SANTA CLARA,1420,6744,1957,,1549,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3310-Tracy-Dr-95051/home/691889,MLSListings,ML81917510,N,Y,37.3302391,-121.9902091
PAST SALE,August-31-2022,Single Family Residential,3796 Dunford Way,Santa Clara,CA,95051,2450000,3,2,SANTA CLARA,1503,7199,1961,,1630,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3796-Dunford-Way-95051/home/1325160,MLSListings,ML81900623,N,Y,37.344894,-122.0007811
PAST SALE,June-27-2023,Single Family Residential,986 Camino Dr,Santa Clara,CA,95050,1625000,3,2,SANTA CLARA,1665,7150,1952,,976,,Sold,,,https://www.redfin.com/CA/Santa-Clara/986-Camino-Dr-95050/home/609674,MLSListings,ML81929418,N,Y,37.3409769,-121.9393561
PAST SALE,September-28-2022,Single Family Residential,2882 Sycamore Way,Santa Clara,CA,95051,2010000,3,2,SANTA CLARA,1442,7913,1960,,1394,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2882-Sycamore-Way-95051/home/737415,MLSListings,ML81904597,N,Y,37.3305948,-121.9795473
PAST SALE,October-20-2021,Single Family Residential,2459 Borax Dr,Santa Clara,CA,95051,1478000,3,2,SANTA CLARA,897,5720,1955,,1648,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2459-Borax-Dr-95051/home/1165565,MLSListings,ML81863016,N,Y,37.3673716,-121.9816353
PAST SALE,September-8-2022,Single Family Residential,3480 Butcher Dr,Santa Clara,CA,95051,1750000,3,2,SANTA CLARA,1488,6320,1974,,1176,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3480-Butcher-Dr-95051/home/736426,MLSListings,ML81903231,N,Y,37.3426601,-121.9914307
PAST SALE,October-14-2022,Single Family Residential,2242 Tulip Rd,San Jose,CA,95128,1175000,3,1,SAN JOSE,1092,6044,1948,,1076,,Sold,,,https://www.redfin.com/CA/San-Jose/2242-Tulip-Rd-95128/home/731680,MLSListings,ML81905030,N,Y,37.3361029,-121.9421337
PAST SALE,October-15-2021,Single Family Residential,468 Los Padres Blvd,Santa Clara,CA,95050,2350000,5,4,SANTA CLARA,2946,6400,1952,,798,,Sold,,,https://www.redfin.com/CA/Santa-Clara/468-Los-Padres-Blvd-95050/home/1645928,MLSListings,ML81862315,N,Y,37.3343497,-121.9593313
PAST SALE,October-4-2022,Single Family Residential,599 Oakwood Dr,Santa Clara,CA,95054,1410000,3,2,SANTA CLARA,1008,7294,1965,,1399,,Sold,,,https://www.redfin.com/CA/Santa-Clara/599-Oakwood-Dr-95054/home/2120292,MLSListings,ML81905112,N,Y,37.3924003,-121.9453642
PAST SALE,June-24-2022,Single Family Residential,485 Woodhams Rd,Santa Clara,CA,95051,2255000,3,2,SANTA CLARA,1552,8375,1960,,1453,,Sold,,,https://www.redfin.com/CA/Santa-Clara/485-Woodhams-Rd-95051/home/1621364,MLSListings,ML81892729,N,Y,37.3313524,-121.9805246
PAST SALE,March-1-2023,Single Family Residential,2884 Stevenson St,Santa Clara,CA,95051,2180000,6,2.5,Santa Clara,2234,6480,1960,,976,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2884-Stevenson-St-95051/home/737506,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41017985,N,Y,37.3347295,-121.979414
PAST SALE,June-23-2022,Single Family Residential,1972 Stanley Ave,Santa Clara,CA,95050,2250000,4,2,SANTA CLARA,1714,6900,1955,,1313,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1972-Stanley-Ave-95050/home/1593769,MLSListings,ML81892436,N,Y,37.3390465,-121.9540212
PAST SALE,December-22-2021,Single Family Residential,869 Leith Ave,Santa Clara,CA,95054,1310000,4,2,SANTA CLARA,1244,6381,1961,,1053,,Sold,,,https://www.redfin.com/CA/Santa-Clara/869-Leith-Ave-95054/home/2120279,MLSListings,ML81870600,N,Y,37.3901015,-121.9499609
PAST SALE,May-5-2023,Single Family Residential,3131 Santa Maria Ave,Santa Clara,CA,95051,1331000,3,2,SANTA CLARA,1078,5308,1955,,1235,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3131-Santa-Maria-Ave-95051/home/1706657,MLSListings,ML81923263,N,Y,37.3624783,-121.9835456
PAST SALE,January-11-2022,Single Family Residential,605 Giannini Dr,Santa Clara,CA,95051,2350000,3,2,SANTA CLARA,1147,8076,1956,,2049,,Sold,,,https://www.redfin.com/CA/Santa-Clara/605-Giannini-Dr-95051/home/1550012,MLSListings,ML81872024,N,Y,37.332318,-122.0005146
PAST SALE,July-13-2023,Single Family Residential,553 Flannery St,Santa Clara,CA,95051,2200000,3,2,SANTA CLARA,1442,7900,1963,,1526,,Sold,,,https://www.redfin.com/CA/Santa-Clara/553-Flannery-St-95051/home/1149177,MLSListings,ML81931074,N,Y,37.3321162,-121.9824794
PAST SALE,May-17-2023,Single Family Residential,745 Harrison St,Santa Clara,CA,95050,900000,3,1,SANTA CLARA,1306,6802,1998,,689,,Sold,,,https://www.redfin.com/CA/Santa-Clara/745-Harrison-St-95050/home/713341,MLSListings,ML81926905,N,Y,37.3540476,-121.9428003
PAST SALE,November-22-2021,Single Family Residential,852 Laurie Ave,Santa Clara,CA,95054,1600500,5,3,SANTA CLARA,1866,8319,1961,,858,,Sold,,,https://www.redfin.com/CA/Santa-Clara/852-Laurie-Ave-95054/home/12170837,MLSListings,ML81862075,N,Y,37.3866132,-121.949022
PAST SALE,March-14-2022,Single Family Residential,136 Rodonovan Dr,Santa Clara,CA,95051,3100000,4,3,SANTA CLARA,2070,9724,1954,,1498,,Sold,,,https://www.redfin.com/CA/Santa-Clara/136-Rodonovan-Dr-95051/home/742394,MLSListings,ML81877055,N,Y,37.3260433,-121.9909199
PAST SALE,May-18-2023,Single Family Residential,1668 Homestead Rd,Santa Clara,CA,95050,1715000,3,2,SANTA CLARA,1926,7590,1915,,890,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1668-Homestead-Rd-95050/home/714367,MLSListings,ML81924543,N,Y,37.345826,-121.9517771
PAST SALE,November-4-2022,Single Family Residential,3454 Machado Ave,Santa Clara,CA,95051,1700000,3,2,Santa Clara,1248,7072,1956,,1362,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3454-Machado-Ave-95051/home/677417,MetroList,222129077,N,Y,37.361699,-121.9920526
PAST SALE,November-5-2021,Single Family Residential,2789 Rebeiro Ave,Santa Clara,CA,95051,1780000,3,2,SANTA CLARA,1341,5637,1955,,1327,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2789-Rebeiro-Ave-95051/home/1190442,MLSListings,ML81864953,N,Y,37.3346492,-121.9738161
PAST SALE,April-7-2023,Single Family Residential,3565 Notre Dame Dr,Santa Clara,CA,95051,1450000,3,2,SANTA CLARA,1302,7413,1957,,1114,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3565-Notre-Dame-Dr-95051/home/1532606,MLSListings,ML81921862,N,Y,37.3650941,-121.9944292
PAST SALE,September-14-2021,Single Family Residential,1925 De La Pena Ave,Santa Clara,CA,95050,1770000,3,2,SANTA CLARA,1426,6600,1947,,1241,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1925-De-la-Pena-Ave-95050/home/1548871,MLSListings,ML81854493,N,Y,37.343172,-121.9563541
PAST SALE,April-14-2023,Single Family Residential,3060 Machado Ave,Santa Clara,CA,95051,1310000,3,1,SANTA CLARA,994,5100,1955,,1318,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3060-Machado-Ave-95051/home/964792,MLSListings,ML81921746,N,Y,37.3631533,-121.9823017
PAST SALE,October-8-2021,Single Family Residential,2509 Ramke Pl,Santa Clara,CA,95050,1680000,3,2,SANTA CLARA,1170,9326,1955,,1436,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2509-Ramke-Pl-95050/home/1776604,MLSListings,ML81858486,N,Y,37.3360648,-121.9672404
PAST SALE,March-28-2022,Single Family Residential,2454 Forbes Ave,Santa Clara,CA,95050,1730000,3,2,SANTA CLARA,1340,5877,1957,,1291,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2454-Forbes-Ave-95050/home/1804278,MLSListings,ML81879062,N,Y,37.3357674,-121.9651077
PAST SALE,October-12-2021,Single Family Residential,2436 Ramke Pl,Santa Clara,CA,95050,1790000,4,3,SANTA CLARA,1700,5732,1957,,1053,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2436-Ramke-Pl-95050/home/738398,MLSListings,ML81850188,N,Y,37.3364023,-121.9653076
PAST SALE,December-20-2022,Single Family Residential,3897 Hancock Dr,Santa Clara,CA,95051,2428000,4,3,SANTA CLARA,3130,9215,1959,,776,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3897-Hancock-Dr-95051/home/1336471,MLSListings,ML81913257,N,Y,37.3281056,-122.0040236
PAST SALE,July-3-2023,Single Family Residential,544 Wildwood Way,Santa Clara,CA,95054,1710000,4,2,SANTA CLARA,1668,6909,1967,,1025,,Sold,,,https://www.redfin.com/CA/Santa-Clara/544-Wildwood-Way-95054/home/2120340,MLSListings,ML81929972,N,Y,37.3904867,-121.9441336
PAST SALE,September-21-2022,Single Family Residential,1482 Eisenhower Dr,Santa Clara,CA,95054,1230000,4,2,Santa Clara,1095,6000,1960,,1123,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1482-Eisenhower-Dr-95054/home/577970,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41006442,N,Y,37.4010501,-121.9556876
PAST SALE,April-15-2022,Single Family Residential,2137 Sunny Vista Dr,San Jose,CA,95128,2285000,3,2,SAN JOSE,1602,6771,1948,,1426,,Sold,,,https://www.redfin.com/CA/San-Jose/2137-Sunny-Vista-Dr-95128/home/1563374,MLSListings,ML81883686,N,Y,37.3367684,-121.9400449
PAST SALE,October-25-2021,Single Family Residential,2430 Glendenning Ave,Santa Clara,CA,95050,1540000,3,2,SANTA CLARA,1130,5912,1955,,1363,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2430-Glendenning-Ave-95050/home/745449,MLSListings,ML81860799,N,Y,37.3304681,-121.9606199
PAST SALE,November-24-2021,Single Family Residential,3016 Cameron Way,Santa Clara,CA,95051,1720000,3,2,SANTA CLARA,1240,5000,1954,,1387,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3016-Cameron-Way-95051/home/771440,MLSListings,ML81867801,N,Y,37.3267025,-121.9807468
PAST SALE,October-22-2021,Single Family Residential,2238 Lenox Pl,Santa Clara,CA,95054,1482000,3,2.5,SANTA CLARA,1667,2016,1998,,889,84,Sold,,,https://www.redfin.com/CA/Santa-Clara/2238-Lenox-Pl-95054/home/1557158,MLSListings,ML81862327,N,Y,37.3993206,-121.9635525
PAST SALE,March-24-2022,Single Family Residential,1545 Lexington St,Santa Clara,CA,95050,1550000,3,2,SANTA CLARA,1180,5300,1915,,1314,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1545-Lexington-St-95050/home/1563844,MLSListings,ML81877191,N,Y,37.345808,-121.9500885
PAST SALE,May-22-2023,Single Family Residential,2470 Fernwood Ave,San Jose,CA,95128,1478000,3,1,SAN JOSE,1134,5796,1952,,1303,,Sold,,,https://www.redfin.com/CA/San-Jose/2470-Fernwood-Ave-95128/home/1719709,MLSListings,ML81926058,N,Y,37.3284187,-121.949133
PAST SALE,October-29-2021,Single Family Residential,3360 Princeton Ct,Santa Clara,CA,95051,2200000,4,2,SANTA CLARA,1760,7296,1961,,1250,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3360-Princeton-Ct-95051/home/736532,MLSListings,ML81864100,N,Y,37.3365533,-121.9900092
PAST SALE,October-8-2021,Single Family Residential,1801 Chestnut St,Santa Clara,CA,95054,1040000,3,1,Santa Clara,1060,5000,1954,,981,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1801-Chestnut-St-95054/home/581918,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40966065,N,Y,37.3909006,-121.9583537
PAST SALE,April-26-2023,Single Family Residential,2471 Johnson Pl,Santa Clara,CA,95050,1700000,3,2,SANTA CLARA,1231,5793,1956,,1381,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2471-Johnson-Pl-95050/home/739757,MLSListings,ML81923296,N,Y,37.3377775,-121.9667294
PAST SALE,August-26-2022,Single Family Residential,1231 Loyola Dr,Santa Clara,CA,95051,1610000,3,2,SANTA CLARA,1957,6000,1956,,823,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1231-Loyola-Dr-95051/home/1117412,MLSListings,ML81901764,N,Y,37.3481431,-121.9707282
PAST SALE,June-20-2023,Single Family Residential,3547 Meyer Pl,Santa Clara,CA,95051,1668000,4,3.5,Laurel Place II,1993,2114,2011,,837,113,Sold,,,https://www.redfin.com/CA/Santa-Clara/3547-Meyer-Pl-95051/home/39929161,San Francisco MLS,423742253,N,Y,37.3502657,-121.9949178
PAST SALE,November-12-2021,Single Family Residential,752 Cornell Dr,Santa Clara,CA,95051,2350000,5,3,SANTA CLARA,2102,6385,1961,,1118,,Sold,,,https://www.redfin.com/CA/Santa-Clara/752-Cornell-Dr-95051/home/1249311,MLSListings,ML81865991,N,Y,37.3363242,-121.9869663
PAST SALE,December-8-2022,Single Family Residential,3624 Londonderry Dr,Santa Clara,CA,95050,1460000,3,2,SANTA CLARA,1141,6099,1955,,1280,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3624-Londonderry-Dr-95050/home/1119347,MLSListings,ML81912182,N,Y,37.3274965,-121.9634414
PAST SALE,April-12-2022,Single Family Residential,1772 Main St,Santa Clara,CA,95050,2505000,4,4,Santa Clara,2785,6216,1900,,899,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1772-Main-St-95050/home/1033878,San Francisco MLS,422640724,N,Y,37.3563764,-121.950044
PAST SALE,March-29-2022,Single Family Residential,793 Park Ct,Santa Clara,CA,95050,1600000,4,2,SANTA CLARA,1357,5610,1924,,1179,,Sold,,,https://www.redfin.com/CA/Santa-Clara/793-Park-Ct-95050/home/1620833,MLSListings,ML81880448,N,Y,37.3404906,-121.9359117
PAST SALE,April-17-2023,Single Family Residential,3040 Santa Maria Ave,Santa Clara,CA,95051,1650000,3,2,SANTA CLARA,1078,6528,1955,,1531,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3040-Santa-Maria-Ave-95051/home/1612777,MLSListings,ML81921980,N,Y,37.3625724,-121.9819241
PAST SALE,November-4-2021,Single Family Residential,2040 Brown Ct,Santa Clara,CA,95051,1558000,3,2,Santa Clara,1095,5711,1960,,1423,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2040-Brown-Ct-95051/home/676781,MetroList,221124998,N,Y,37.3598343,-121.9785477
PAST SALE,August-5-2022,Single Family Residential,2571 Dixon Dr,Santa Clara,CA,95051,2050000,4,2.5,SANTA CLARA,1954,15000,1991,,1049,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2571-Dixon-Dr-95051/home/953465,MLSListings,ML81899067,N,Y,37.3413681,-121.9714613
PAST SALE,April-27-2023,Single Family Residential,646 Hudson Dr,Santa Clara,CA,95051,2200000,3,2,SANTA CLARA,1350,7515,1956,,1630,,Sold,,,https://www.redfin.com/CA/Santa-Clara/646-Hudson-Dr-95051/home/1382267,MLSListings,ML81923298,N,Y,37.3331089,-121.9997595
PAST SALE,February-18-2022,Single Family Residential,1169 Las Palmas Dr,Santa Clara,CA,95051,2068000,3,2,SANTA CLARA,1134,5414,1955,,1824,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1169-Las-Palmas-Dr-95051/home/733773,MLSListings,ML81874470,N,Y,37.3472207,-121.9698618
PAST SALE,December-23-2021,Single Family Residential,3480 Pruneridge Ave,Santa Clara,CA,95051,1800000,3,2,SANTA CLARA,1056,8632,1958,,1705,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3480-Pruneridge-Ave-95051/home/1232903,MLSListings,ML81870178,N,Y,37.3313031,-121.9921637
PAST SALE,August-4-2022,Single Family Residential,1626 Benton Ct,Sunnyvale,CA,94087,2150000,4,3,SUNNYVALE,2295,6200,1968,,937,,Sold,,,https://www.redfin.com/CA/Sunnyvale/1626-Benton-Ct-94087/home/764252,MLSListings,ML81898325,N,Y,37.3397046,-122.0004924
PAST SALE,July-5-2023,Single Family Residential,2427 Amethyst Dr,Santa Clara,CA,95051,1360000,3,1,SANTA CLARA,897,5474,1954,,1516,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2427-Amethyst-Dr-95051/home/1697750,MLSListings,ML81931589,N,Y,37.3670139,-121.9800804
PAST SALE,March-2-2023,Single Family Residential,928 Madeline Ln,Santa Clara,CA,95050,1625000,3,1.5,SANTA CLARA,1156,5777,1952,,1406,,Sold,,,https://www.redfin.com/CA/Santa-Clara/928-Madeline-Ln-95050/home/1225911,MLSListings,ML81917802,N,Y,37.3442499,-121.9661296
PAST SALE,August-4-2023,Single Family Residential,762 Armanini Ave,Santa Clara,CA,95050,1850000,3,2,SANTA CLARA,1636,5349,1950,,1131,,Sold,,,https://www.redfin.com/CA/Santa-Clara/762-Armanini-Ave-95050/home/1753817,MLSListings,ML81934057,N,Y,37.3416416,-121.9630638
PAST SALE,May-16-2022,Single Family Residential,954 Reeve St,Santa Clara,CA,95050,1100000,3,1,SANTA CLARA,972,6149,1920,,1132,,Sold,,,https://www.redfin.com/CA/Santa-Clara/954-Reeve-St-95050/home/1423909,MLSListings,ML81883120,N,Y,37.3563496,-121.947511
PAST SALE,August-2-2023,Single Family Residential,306 Madison St,Santa Clara,CA,95050,2215000,4,3,SANTA CLARA,2416,7348,1890,,917,,Sold,,,https://www.redfin.com/CA/Santa-Clara/306-Madison-St-95050/home/1828933,MLSListings,ML81932964,N,Y,37.3416655,-121.9460001
PAST SALE,June-16-2023,Single Family Residential,2140 Menzel Pl,Santa Clara,CA,95050,1725000,3,2,SANTA CLARA,1181,5623,1954,,1461,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2140-Menzel-Pl-95050/home/681726,MLSListings,ML81928685,N,Y,37.3580115,-121.9620862
PAST SALE,December-28-2021,Single Family Residential,2344 BENTON St,Santa Clara,CA,95050-4433,2330000,4,4,Santa Clara,2225,5777,1954,,1047,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2344-Benton-St-95050/home/1814294,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40974588,N,Y,37.3460783,-121.9661074
PAST SALE,September-12-2022,Single Family Residential,667 Bancroft St,Santa Clara,CA,95051,2030000,3,2.5,SANTA CLARA,2059,9285,1960,,986,,Sold,,,https://www.redfin.com/CA/Santa-Clara/667-Bancroft-St-95051/home/1630781,MLSListings,ML81903636,N,Y,37.333935,-121.9790586
PAST SALE,February-28-2022,Single Family Residential,586 Eden Ct,Santa Clara,CA,95051,2200880,3,2,SANTA CLARA,1335,6954,1960,,1649,,Sold,,,https://www.redfin.com/CA/Santa-Clara/586-Eden-Ct-95051/home/1242632,MLSListings,ML81875317,N,Y,37.3324906,-121.9942071
PAST SALE,March-24-2023,Single Family Residential,1806 Henning Pl,Santa Clara,CA,95050,1500000,3,2.5,SANTA CLARA,1960,2671,1998,,765,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1806-Henning-Pl-95050/home/1277257,MLSListings,ML81918484,N,Y,37.3408481,-121.9514661
PAST SALE,March-22-2023,Single Family Residential,2887 Kearney Ave,Santa Clara,CA,95051,1350000,3,1.5,SANTA CLARA,1034,5777,1958,,1306,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2887-Kearney-Ave-95051/home/1304303,MLSListings,ML81919718,N,Y,37.365837,-121.9788142
PAST SALE,March-10-2022,Single Family Residential,1605 Lochinvar Ave,Sunnyvale,CA,94087,2580000,3,2,SUNNYVALE,1232,6682,1957,,2094,,Sold,,,https://www.redfin.com/CA/Sunnyvale/1605-Lochinvar-Ave-94087/home/1658600,MLSListings,ML81877272,N,Y,37.3409549,-122.0031352
PAST SALE,December-15-2021,Single Family Residential,4566 Cheeney St,Santa Clara,CA,95054,1520000,4,2.5,Santa Clara,1602,1920,2000,,949,75,Sold,,,https://www.redfin.com/CA/Santa-Clara/4566-Cheeney-St-95054/home/1694758,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40972636,N,Y,37.3975754,-121.9638636
PAST SALE,April-18-2022,Single Family Residential,3573 Cabrillo Ave,Santa Clara,CA,95051,1850000,3,2,SANTA CLARA,1240,5893,1956,,1492,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3573-Cabrillo-Ave-95051/home/1773473,MLSListings,ML81881361,N,Y,37.3601225,-121.9952287
PAST SALE,March-4-2022,Single Family Residential,3443 Flora Vista Ave,Santa Clara,CA,95051,1905000,3,2,SANTA CLARA,1368,5544,1954,,1393,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3443-Flora-Vista-Ave-95051/home/1165659,MLSListings,ML81876984,N,Y,37.3573738,-121.991142
PAST SALE,December-13-2021,Single Family Residential,3499 Fowler Ave,Santa Clara,CA,95051,1520000,3,2,SANTA CLARA,1080,6398,1954,,1407,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3499-Fowler-Ave-95051/home/1711768,MLSListings,ML81869456,N,Y,37.3544096,-121.9903868
PAST SALE,May-16-2023,Single Family Residential,3564 Shafer Dr,Santa Clara,CA,95051,1500000,3,2,SANTA CLARA,1166,5201,1954,,1286,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3564-Shafer-Dr-95051/home/734014,MLSListings,ML81924027,N,Y,37.3440048,-121.9943847
PAST SALE,November-16-2022,Single Family Residential,2472 Painted Rock Dr,Santa Clara,CA,95051,1500000,3,2,SANTA CLARA,1257,5853,1954,,1193,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2472-Painted-Rock-Dr-95051/home/673136,MLSListings,ML81910271,N,Y,37.3676341,-121.9790808
PAST SALE,February-24-2022,Single Family Residential,1875 Harrison St,Santa Clara,CA,95050,1975000,3,2,SANTA CLARA,1461,5564,1948,,1352,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1875-Harrison-St-95050/home/1011462,MLSListings,ML81875160,N,Y,37.3494336,-121.956954
PAST SALE,April-24-2023,Single Family Residential,2070 Clark Ave,Santa Clara,CA,95051,1705000,3,2,SANTA CLARA,1315,6407,1959,,1297,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2070-Clark-Ave-95051/home/673412,MLSListings,ML81922417,N,Y,37.3606317,-121.9742159
PAST SALE,November-24-2021,Single Family Residential,733 Raney Ct,Santa Clara,CA,95050,1675000,3,2,SANTA CLARA,1170,6285,1955,,1432,,Sold,,,https://www.redfin.com/CA/Santa-Clara/733-Raney-Ct-95050/home/1470225,MLSListings,ML81867593,N,Y,37.3390713,-121.9671738
PAST SALE,July-14-2023,Single Family Residential,1950 Briarwood Dr,Santa Clara,CA,95051,1700000,3,2,Santa Clara,1212,5454,1954,,1403,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1950-Briarwood-Dr-95051/home/936429,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41029743,N,Y,37.3584158,-121.9935407
PAST SALE,December-23-2021,Single Family Residential,2086 El Capitan Ave,Santa Clara,CA,95050,1692000,3,2,SANTA CLARA,1314,6600,1961,,1288,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2086-El-Capitan-Ave-95050/home/1671573,MLSListings,ML81870519,N,Y,37.3605742,-121.966174
PAST SALE,September-20-2022,Single Family Residential,986 Capitola Way,Santa Clara,CA,95051,2180000,4,2,SANTA CLARA,2447,6469,1965,,891,,Sold,,,https://www.redfin.com/CA/Santa-Clara/986-Capitola-Way-95051/home/1257446,MLSListings,ML81904453,N,Y,37.3439413,-121.9899204
PAST SALE,June-12-2023,Single Family Residential,528 Bancroft St,Santa Clara,CA,95051,2650000,4,3.5,SANTA CLARA,2640,8058,1960,,1004,,Sold,,,https://www.redfin.com/CA/Santa-Clara/528-Bancroft-St-95051/home/1672797,MLSListings,ML81922214,N,Y,37.3320872,-121.9800804
PAST SALE,October-4-2022,Single Family Residential,3141 Mark Ave,Santa Clara,CA,95051,1845000,3,2,SANTA CLARA,1502,6534,1958,,1228,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3141-Mark-Ave-95051/home/1786488,MLSListings,ML81906172,N,Y,37.3567949,-121.98359
PAST SALE,April-4-2022,Single Family Residential,1218 Phillips Ct,Santa Clara,CA,95051,1725000,3,1,SANTA CLARA,1000,5629,1956,,1725,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1218-Phillips-Ct-95051/home/953455,MLSListings,ML81879934,N,Y,37.3482112,-121.9749934
PAST SALE,May-10-2022,Single Family Residential,2286 Consuelo Ave,Santa Clara,CA,95050,2120000,3,2.5,SANTA CLARA,1435,5739,1952,,1477,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2286-Consuelo-Ave-95050/home/752712,MLSListings,ML81886112,N,Y,37.3344477,-121.9581316
PAST SALE,May-9-2022,Single Family Residential,1324 Bellomy St,Santa Clara,CA,95050,1958000,3,2,SANTA CLARA,1841,5830,1978,,1064,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1324-Bellomy-St-95050/home/713485,MLSListings,ML81883198,N,Y,37.3435113,-121.9457334
